Type,"IBM Product",VRM,PID,"Licence Type",MTM,GA,"GA #",EOM,"EOM #",EOD,"EOD #",EOS,"EOS #","End All Support","Eligible service","Lifecycle Policy",Exception,Comments,"More Info URL","Last modified"
HW,"IBM Cloud Private for Data System - Dell 16TB Unencrypted (3455-D3D)",N/A,N/A,,3455D3D,2019-05-29,74864,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Cloud Private for Data System - Dell 32TB Encrypted (3455-D3E)",N/A,N/A,,3455D3E,2019-05-29,74864,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Cloud Private for Data System - Dell 32TB Unencrypted (3455-D3F)",N/A,N/A,,3455D3F,2019-05-29,74864,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Integrated Analytics Systems (3456-A1E)",N/A,N/A,,3456A1E,2019-02-26,74678,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"TS4300 Tape Library (3555-E3A)",N/A,N/A,,3555E3A,2017-09-08,72738,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"TS4300 Tape Library (3555-L3A)",N/A,N/A,,3555L3A,2017-09-08,72738,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3561-AAJ) - Withdrawal notification",N/A,N/A,,3561AAJ,2014-10-17,60834,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3561-AAM)",N/A,N/A,,3561AAM,2017-10-24,73262,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3561-AAR) - Withdrawal notification",N/A,N/A,,3561AAR,2015-01-09,,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3567-CH8) - Withdrawal notification",N/A,N/A,,3567CH8,2014-10-17,60419,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3567-CHK) - Withdrawal notification",N/A,N/A,,3567CHK,2015-01-09,61263,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3567-CHN) - Withdrawal notification",N/A,N/A,,3567CHN,2015-01-09,,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3567-DH8) - Withdrawal notification",N/A,N/A,,3567DH8,2014-10-17,60419,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3567-DHK) - Withdrawal notification",N/A,N/A,,3567DHK,2015-01-09,61263,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3567-DHN) - Withdrawal notification",N/A,N/A,,3567DHN,2015-01-09,,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3567-EE9) - Withdrawal notification",N/A,N/A,,3567EE9,2014-10-17,60419,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3567-EEL) - Withdrawal notification",N/A,N/A,,3567EEL,2015-01-09,61263,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3567-EEP) - Withdrawal notification",N/A,N/A,,3567EEP,2015-01-09,,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3567-GE9) - Withdrawal notification",N/A,N/A,,3567GE9,2014-10-17,60419,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3567-GEL) - Withdrawal notification",N/A,N/A,,3567GEL,2015-01-09,61263,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3567-GEP) - Withdrawal notification",N/A,N/A,,3567GEP,2015-01-09,,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3567-KE9) - Withdrawal notification",N/A,N/A,,3567KE9,2014-10-17,60419,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3567-KEL) - Withdrawal notification",N/A,N/A,,3567KEL,2015-01-09,61263,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3567-KEP) - Withdrawal notification",N/A,N/A,,3567KEP,2015-01-09,,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3567-PE9) - Withdrawal notification",N/A,N/A,,3567PE9,2014-12-19,60419,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3567-PEL) - Withdrawal notification",N/A,N/A,,3567PEL,2015-01-09,61263,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"PureData Analytics Systems (3567-PEP) - Withdrawal notification",N/A,N/A,,3567PEP,2015-01-09,,,,N/A,N/A,2023-04-30,77703,,,W,0,,,12-13-2023
HW,"TS2900 Tape Autoloader (3572-S3H) - Withdrawal notification",N/A,N/A,,3572S3H,2008-09-05,47599,,,N/A,N/A,2018-12-31,72801,,,W,0,,,12-13-2023
HW,"TS2900 Tape Autoloader (3572-S6H)",N/A,N/A,,3572S6H,2014-04-28,57079,2021-05-25,76332,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"TS2900 Tape Autoloader (3572-S7H)",N/A,N/A,,3572S7H,2015-10-23,70570,2023-06-27,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"TS2900 Tape Autoloader (3572-S8H)",N/A,N/A,,3572S8H,2017-11-10,72964,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TS2340 Tape Drive (3580-L43) - Withdrawal notification",N/A,N/A,,3580L43,2007-04-24,,,,N/A,N/A,2022-12-31,76930,,,W,0,,,12-13-2023
HW,"TS4500 Tape Library (3584-D25)",N/A,N/A,,3584D25,2014-06-13,58785,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"TS4500 Tape Library (3584-D55)",N/A,N/A,,3584D55,2014-06-13,58785,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"TS4500 Tape Library (3584-L25)",N/A,N/A,,3584L25,2014-06-13,58785,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"TS4500 Tape Library (3584-L55)",N/A,N/A,,3584L55,2014-06-13,58785,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"TS4500 Tape Library (3584-S25)",N/A,N/A,,3584S25,2014-06-13,58785,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"TS4500 Tape Library (3584-S55)",N/A,N/A,,3584S55,2014-06-13,58785,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Top Rack Option (3584-TR1)",N/A,N/A,,3584TR1,2014-06-13,58785,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TS3500 Tape Drive (3584-TR2)",N/A,N/A,,3584TR2,2020-03-24,75817,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TS1060 Tape Drive (3588-F6A)",N/A,N/A,,3588F6A,2012-11-09,57113,2021-05-25,76332,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TS1060 Tape Drive (3588-F6C)",N/A,N/A,,3588F6C,2014-06-13,58778,2021-05-25,76332,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TS1070 Tape Drive (3588-F7C)",N/A,N/A,,3588F7C,2015-11-20,70645,2023-06-27,78320,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TS1080 Tape Drive (3588-F8C)",N/A,N/A,,3588F8C,2017-11-17,72962,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TS1080 Tape Drive (3588-F8S)",N/A,N/A,,3588F8S,2018-12-07,74306,2023-06-27,78320,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TotalStorage Tape Drive (3589-452)",N/A,N/A,,3589452,2017-12-19,73434,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TotalStorage Tape Drive (3589-550)",N/A,N/A,,3589550,2012-12-07,57433,2022-09-13,77721,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TotalStorage Tape Drive (3589-551)",N/A,N/A,,3589551,2015-11-20,70646,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TotalStorage Tape Drive (3589-552)",N/A,N/A,,3589552,2018-01-17,73159,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TotalStorage Tape Drive (3589-650)",N/A,N/A,,3589650,2012-12-07,57433,2022-09-13,77721,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TotalStorage Tape Drive (3589-651)",N/A,N/A,,3589651,2015-11-20,70646,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TotalStorage Tape Drive (3589-652)",N/A,N/A,,3589652,2018-01-17,73159,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TS1160 Tape Drive (3592-60E)",N/A,N/A,,359260E,2019-10-18,75255,2021-10-26,77092,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TS1160 Tape Drive (3592-60F)",N/A,N/A,,359260F,2018-12-07,74303,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TS1160 Tape Drive (3592-60G)",N/A,N/A,,359260G,2018-12-07,74304,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TS1160 Tape Drive (3592-60S)",N/A,N/A,,359260S,2020-09-04,76080,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TS1150 Tape Drive (3592-EH8)",N/A,N/A,,3592EH8,2014-11-21,60792,2022-06-28,77508,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3599-420)",N/A,N/A,,3599420,2011-07-22,54778,2022-09-13,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3599-425)",N/A,N/A,,3599425,2014-10-24,60793,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3599-426)",N/A,N/A,,3599426,2018-12-14,74580,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3599-430)",N/A,N/A,,3599430,2011-07-22,54778,2022-09-13,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3599-435)",N/A,N/A,,3599435,2014-10-24,60793,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3599-520)",N/A,N/A,,3599520,2011-07-22,54778,2022-09-13,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3599-525)",N/A,N/A,,3599525,2014-10-24,60793,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3599-526)",N/A,N/A,,3599526,2018-12-14,74580,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3599-535)",N/A,N/A,,3599535,2014-10-24,60793,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Guardium Data Protection (3840-G2A) - Withdrawal notification",N/A,N/A,,3840G2A,2014-03-14,59658,2021-05-18,76789,N/A,N/A,2022-01-11,76041,,,W,0,,,12-13-2023
HW,"Guardium Data Protection (3840-G3A) - Withdrawal notification",N/A,N/A,,3840G3A,2014-03-14,59658,2021-05-18,76789,N/A,N/A,2022-01-11,76041,,,W,0,,,12-13-2023
HW,"Guardium Data Protection (3840-G4A) - Withdrawal notification",N/A,N/A,,3840G4A,2014-03-14,59658,2021-05-18,76789,N/A,N/A,2022-01-11,76041,,,W,0,,,12-13-2023
HW,"Guardium Data Protection (3840-G5A) - Withdrawal notification",N/A,N/A,,3840G5A,2014-03-14,59658,2021-05-18,76789,N/A,N/A,2022-01-11,76041,,,W,0,,,12-13-2023
HW,"Guardium Data Protection (3840-G6A) - Withdrawal notification",N/A,N/A,,3840G6A,2014-03-14,59658,2021-05-18,76789,N/A,N/A,2022-01-11,76041,,,W,0,,,12-13-2023
HW,"Guardium Data Protection (3840-G7A) - Withdrawal notification",N/A,N/A,,3840G7A,2014-03-14,59658,2021-05-18,76789,N/A,N/A,2022-01-11,76041,,,W,0,,,12-13-2023
HW,"Guardium Data Protection (3841-G2B)",N/A,N/A,,3841G2B,2016-10-11,71958,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Guardium Data Protection (3841-G3B)",N/A,N/A,,3841G3B,2016-10-11,71958,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Guardium Data Protection (3841-G4B)",N/A,N/A,,3841G4B,2016-10-11,71958,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Guardium Data Protection (3841-G5B)",N/A,N/A,,3841G5B,2016-10-11,71958,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TS7700 Virtual Tape Library (3956-CSB)",N/A,N/A,,3956CSB,2019-11-22,119-064,2021-03-31,AD20-1192,N/A,N/A,,,,,W,0,,,02-13-2024
HW,"IBM TS7700 Virtual Tape Library (3956-XSB)",N/A,N/A,,3956XSB,2019-11-22,119-064,,,N/A,N/A,,,,,W,0,,,02-14-2024
HW,"IBM Storage Networking Ethernet Switch B24C (4002-C2B) - Withdrawal notification",N/A,N/A,,4002C2B,2009-08-25,50480,,,N/A,N/A,2016-11-30,70515,,,W,0,,,12-13-2023
HW,"IBM Security QRadar xx28-C Core Appliance (4380-Q1F)",N/A,N/A,,4380Q1F,2015-02-10,61261,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar SIEM (4380-Q1G)",N/A,N/A,,4380Q1G,2016-02-12,71162,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar SIEM (4380-Q2G)",N/A,N/A,,4380Q2G,2016-02-12,71162,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Forensics (4412-F1A)",N/A,N/A,,4412F1A,2017-01-24,72156,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Forensics (4412-F2C)",N/A,N/A,,4412F2C,2016-10-21,71584,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Network Insights (4412-F3F)",N/A,N/A,,4412F3F,2016-10-21,71584,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Network Insights (4412-F4Y)",N/A,N/A,,4412F4Y,2017-04-25,72425,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Network Insights (4412-F5Y)",N/A,N/A,,4412F5Y,2017-10-24,73197,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM QRadar xx05 G3 Appliance (4412-Q1E)",N/A,N/A,,4412Q1E,2017-01-24,72156,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar SIEM (4412-Q2A)",N/A,N/A,,4412Q2A,2017-01-24,72156,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar SIEM (4412-Q3B)",N/A,N/A,,4412Q3B,2016-10-21,71584,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar SIEM (4412-Q4D)",N/A,N/A,,4412Q4D,2017-01-24,72156,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar SIEM (4412-Q7C)",N/A,N/A,,4412Q7C,2017-08-17,72741,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar SIEM (4412-Q8C)",N/A,N/A,,4412Q8C,2017-08-17,72741,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Forensics (4531-F2C)",N/A,N/A,,4531F2C,2017-08-18,72426,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Network Insights (4531-F3F)",N/A,N/A,,4531F3F,2017-08-18,72426,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Forensics (4531-G1E) - Withdrawal notification",N/A,N/A,,4531G1E,2014-04-25,59984,,,N/A,N/A,2021-12-31,76041,,,W,0,,,12-13-2023
HW,"IBM Security QRadar xx28-C Inciden Forensics Core Appliance (4531-G1F)",N/A,N/A,,4531G1F,2015-05-12,61261,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Forensics (4531-G2E) - Withdrawal notification",N/A,N/A,,4531G2E,2014-04-25,59984,,,N/A,N/A,2021-12-31,76041,,,W,0,,,12-13-2023
HW,"Sourcewise Data Collector (4532-125) - Withdrawal notification",N/A,N/A,,4532125,2014-06-13,60580,2021-05-18,76789,N/A,N/A,2021-09-30,76041,,,W,0,,,12-13-2023
HW,"Sourcewise Data Collector (4532-1D5) - Withdrawal notification",N/A,N/A,,45321D5,2014-06-13,60580,2021-05-18,76789,N/A,N/A,2021-09-30,76041,,,W,0,,,12-13-2023
HW,"Sourcewise Data Collector (4532-S25) - Withdrawal notification",N/A,N/A,,4532S25,2014-06-13,60580,2021-05-18,76789,N/A,N/A,2021-09-30,76041,,,W,0,,,12-13-2023
HW,"Sourcewise Data Collector (4532-SD5) - Withdrawal notification",N/A,N/A,,4532SD5,2014-06-13,60580,2021-05-18,76789,N/A,N/A,2021-09-30,76041,,,W,0,,,12-13-2023
HW,"Sourcewise Data Collector (4533-S34) - Withdrawal notification",N/A,N/A,,4533S34,2014-11-21,60580,,,N/A,N/A,2021-09-30,76041,,,W,0,,,12-13-2023
HW,"Mediation Appliance (4534-A07) - Withdrawal notification",N/A,N/A,,4534A07,2014-06-13,60580,2021-05-18,76789,N/A,N/A,2022-09-30,76930,,,W,0,,,12-13-2023
HW,"Mediation Appliance (4534-A14) - Withdrawal notification",N/A,N/A,,4534A14,2014-06-13,60580,2021-05-18,76789,N/A,N/A,2022-09-30,76930,,,W,0,,,12-13-2023
HW,"Mediation Appliance (4534-A21) - Withdrawal notification",N/A,N/A,,4534A21,2014-06-13,60580,2021-05-18,76789,N/A,N/A,2022-09-30,76930,,,W,0,,,12-13-2023
HW,"Mediation Appliance (4534-A28) - Withdrawal notification",N/A,N/A,,4534A28,2014-06-13,60580,2021-05-18,76789,N/A,N/A,2022-09-30,76930,,,W,0,,,12-13-2023
HW,"Mediation Appliance (4534-A35) - Withdrawal notification",N/A,N/A,,4534A35,2014-06-13,60580,2021-05-18,76789,N/A,N/A,2022-09-30,76930,,,W,0,,,12-13-2023
HW,"Mediation Appliance (4534-A42) - Withdrawal notification",N/A,N/A,,4534A42,2014-06-13,60580,2021-05-18,76789,N/A,N/A,2022-09-30,76930,,,W,0,,,12-13-2023
HW,"Sourcewise Data Collector (4561-425)",N/A,N/A,,4561425,2016-12-02,72017,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Sourcewise Data Collector (4561-4D5)",N/A,N/A,,45614D5,2016-12-02,72017,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Forensics (4563-D1S)",N/A,N/A,,4563D1S,2020-04-14,75551,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Forensics (4563-F3A)",N/A,N/A,,4563F3A,2020-04-14,75551,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Forensics (4563-F3C)",N/A,N/A,,4563F3C,2020-04-14,75551,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Network Insights (4563-F5F)",N/A,N/A,,4563F5F,2020-04-14,75551,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Network Insights (4563-F7Y)",N/A,N/A,,4563F7Y,2020-04-14,75551,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Network Insights (4563-F8Y)",N/A,N/A,,4563F8Y,2020-04-14,75551,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar SIEM (4563-Q3E)",N/A,N/A,,4563Q3E,2020-04-14,75551,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar SIEM (4563-Q4A)",N/A,N/A,,4563Q4A,2020-04-14,75551,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar SIEM (4563-Q5B)",N/A,N/A,,4563Q5B,2020-04-14,75551,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar SIEM (4563-Q5D)",N/A,N/A,,4563Q5D,2020-04-14,75551,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Guardium Data Protection (4571-G2C)",N/A,N/A,,4571G2C,2020-01-28,75540,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Guardium Data Protection (4571-G3C)",N/A,N/A,,4571G3C,2020-01-28,75540,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Guardium Data Protection (4571-G4C)",N/A,N/A,,4571G4C,2020-01-28,75540,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Guardium Data Protection (4571-G5C)",N/A,N/A,,4571G5C,2020-01-28,75540,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Printer (4610-2NF)",N/A,N/A,,46102NF,2014-07-08,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SureMark Printer (4610)",N/A,N/A,,4610KB4,2015-01-13,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Forensics (4654-F2A)",N/A,N/A,,4654F2A,2019-01-15,73431,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Forensics (4654-F3C)",N/A,N/A,,4654F3C,2019-01-15,73431,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Network Insights (4654-F4F)",N/A,N/A,,4654F4F,2019-01-15,73431,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Network Insights (4654-F6Y)",N/A,N/A,,4654F6Y,2019-01-15,73431,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar SIEM (4654-Q2D)",N/A,N/A,,4654Q2D,2019-03-12,74647,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar SIEM (4654-Q3A)",N/A,N/A,,4654Q3A,2019-01-15,73431,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar SIEM (4654-Q3D)",N/A,N/A,,4654Q3D,2019-03-12,74647,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar SIEM (4654-Q4B)",N/A,N/A,,4654Q4B,2019-01-15,73431,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"QRadar Network Insights (4654-Q9C)",N/A,N/A,,4654Q9C,2019-01-15,73431,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM 4767 PCIe Cryptographic Coprocessor (4767-002)",N/A,N/A,,4767002,2016-04-26,71350,2021-03-30,76408,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SurePOS (4810-350)",N/A,N/A,,4810350,2012-05-10,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SurePOS (4810-35A)",N/A,N/A,,481035A,2012-05-10,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SurePOS (4810-E50)",N/A,N/A,,4810E50,2012-05-10,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SurePOS (4810-E5A)",N/A,N/A,,4810E5A,2012-05-10,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"POS Monitor (4820-2AG)",N/A,N/A,,48202AG,2013-04-30,58047,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"POS Monitor (4820-2AW)",N/A,N/A,,48202AW,2013-04-30,58047,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"POS Monitor (4820-2LG)",N/A,N/A,,48202LG,2013-04-30,58047,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"POS Monitor (4820-2LW)",N/A,N/A,,48202LW,2013-04-30,58047,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"POS Monitor (4820-2NG)",N/A,N/A,,48202NG,2013-04-30,58047,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"POS Monitor (4820-2NW)",N/A,N/A,,48202NW,2013-04-30,58047,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"POS Monitor (4820-5AG)",N/A,N/A,,48205AG,2013-04-30,58047,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"POS Monitor (4820-5AW)",N/A,N/A,,48205AW,2013-04-30,58047,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"POS Monitor (4820-5LG)",N/A,N/A,,48205LG,2013-04-30,58047,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"POS Monitor (4820-5LW)",N/A,N/A,,48205LW,2013-04-30,58047,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SurePOS (4852-570)",N/A,N/A,,4852570,2013-06-28,57987,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SurePOS (4852-57D)",N/A,N/A,,485257D,2013-06-28,57987,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SurePOS (4852-E70)",N/A,N/A,,4852E70,2013-06-28,57987,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SurePOS (4852-E7D)",N/A,N/A,,4852E7D,2013-06-28,57987,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SurePOS (4852-E7P)",N/A,N/A,,4852E7P,2013-09-10,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Self Checkout System (4888-BW4)",N/A,N/A,,4888BW4,2011-05-27,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Self Checkout System (4888-E01)",N/A,N/A,,4888E01,2011-05-27,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Self Checkout System (4888-E02)",N/A,N/A,,4888E02,2011-05-27,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Self Checkout System (4888-E03)",N/A,N/A,,4888E03,2011-05-27,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Self Checkout System (4888-E06)",N/A,N/A,,4888E06,2011-05-27,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Self Checkout System (4888-E0B)",N/A,N/A,,4888E0B,2011-05-27,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Self Checkout System (4888-E0C)",N/A,N/A,,4888E0C,2011-05-27,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Self Checkout System (4888-E11)",N/A,N/A,,4888E11,2011-05-27,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Self Checkout System (4888-E12)",N/A,N/A,,4888E12,2011-05-27,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Self Checkout System (4888-E13)",N/A,N/A,,4888E13,2011-05-27,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Self Checkout System (4888-E16)",N/A,N/A,,4888E16,2011-05-27,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Self Checkout System (4888-E1B)",N/A,N/A,,4888E1B,2011-05-27,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Self Checkout System (4888-E1C)",N/A,N/A,,4888E1C,2011-05-27,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SurePOS (4900-745)",N/A,N/A,,4900745,2012-03-16,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SurePOS (4900-775)",N/A,N/A,,4900775,2012-03-16,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SurePOS (4900-785)",N/A,N/A,,4900785,2012-03-16,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SurePOS (4900-C45)",N/A,N/A,,4900C45,2012-09-07,56798,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SurePOS (4900-C85)",N/A,N/A,,4900C85,2012-03-16,,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SurePOS (4900-E45)",N/A,N/A,,4900E45,2012-03-16,,,,N/A,N/A,,,,,W,0,,,12-13-2023
